"days","loss_count","loss_type","claim_source","time_frame","loss_country","minimum","maximum","category","source_target"
71,323,"MLRS-Ukraine","RU Source","Cumulative","Ukraine",0,0,"MLRS","RU Source-Ukraine"
71,1292,"Artillery-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Artillery","RU Source-Ukraine"
72,24700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
72,1092,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
72,499,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
72,169,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
72,196,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
72,10,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
72,312,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
77,26350,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
82,27700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
82,83100,"Military Casualties-Russia","UA Source","Cumulative","Russia",0,0,"Military Casualties","UA Source-Russia"
82,165,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
82,1228,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
82,577,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
82,195,"MLRS-Russia","UA Source","Cumulative","Russia",0,0,"MLRS","UA Source-Russia"
82,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
82,427,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
85,28500,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
85,1254,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
85,595,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
85,203,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
85,455,"UAVs-Russia","UA Source","Cumulative","Russia",0,0,"UAVs","UA Source-Russia"
92,1000,"Tanks-Russia","US Source","Cumulative","Russia",0,0,"Tanks","US Source-Russia"
2,80,"Tanks-Russia","Other","Cumulative","Russia",0,0,"Tanks","Other-Russia"
2,516,"Armored Vehicles-Russia","Other","Cumulative","Russia",0,0,"Armored Vehicles","Other-Russia"
2,10,"Jets-Russia","Other","Cumulative","Russia",0,0,"Jets","Other-Russia"
2,7,"Helicopters-Russia","Other","Cumulative","Russia",0,0,"Helicopters","Other-Russia"
2,2800,"Military Deaths-Russia","Other","Cumulative","Russia",0,0,"Military Deaths","Other-Russia"
3,3500,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
3,8,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
4,8,"Jets-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Jets","RU Source-Ukraine"
4,7,"Helicopters-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Helicopters","RU Source-Ukraine"
4,11,"UAVs-Ukraine","RU Source","Cumulative","Ukraine",0,0,"UAVs","RU Source-Ukraine"
4,28,"Jets-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Jets","RU Source-Ukraine"
4,223,"Tanks-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Tanks","RU Source-Ukraine"
5,4300,"Military Deaths-Russia","RU Source","Cumulative","Russia",0,0,"Military Deaths","RU Source-Russia"
5,146,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
5,27,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
5,26,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
9,9166,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
9,277,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
9,525,"Civilian Injuries-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Injuries","United Nations-Ukraine"
9,2000,"Civilian Deaths-Ukraine","United Nations","Cumulative","Ukraine",0,0,"Civilian Deaths","United Nations-Ukraine"
9,33,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
9,37,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
9,251,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
9,939,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
9,105,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
10,100,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
12,827,"Tanks & Armored Combat Vehicles-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Tanks & Armored Combat Vehicles","RU Source-Ukraine"
12,84,"MLRS-Ukraine","RU Source","Cumulative","Ukraine",0,0,"MLRS","RU Source-Ukraine"
12,304,"Artillery-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Artillery","RU Source-Ukraine"
12,603,"Special Military Motor Vehicles-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Special Military Motor Vehicles","RU Source-Ukraine"
13,900,"Armored Vehicles-Ukraine","RU Source","Cumulative","Ukraine",0,0,"Armored Vehicles","RU Source-Ukraine"
13,84,"UAVs-Ukraine","RU Source","Cumulative","Ukraine",0,0,"UAVs","RU Source-Ukraine"
14,12000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
14,49,"Aircraft (unspecified)-Russia","UA Source","Cumulative","Russia",0,0,"Aircraft (unspecified)","UA Source-Russia"
19,400,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
22,230,"Tanks-Russia","OSI","Cumulative","Russia",1,0,"Tanks","OSI-Russia"
80,27200,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
80,2934,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
80,1218,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
80,551,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
80,200,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
80,163,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
80,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
81,27400,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
81,2958,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
81,1220,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
81,555,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
81,200,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
81,164,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
81,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
82,27700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
82,2974,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
82,1228,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
82,577,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
82,200,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
82,165,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
82,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
83,27900,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
83,3009,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
83,1235,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
83,578,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
83,201,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
83,167,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
83,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
84,28300,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
84,3043,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
84,1251,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
84,586,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
84,202,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
84,167,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
84,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
85,28500,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
85,3063,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
85,1254,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
85,595,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
85,203,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
85,167,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
85,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
86,28700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
86,3090,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
86,1263,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
86,596,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
86,204,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
86,168,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
86,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
87,28850,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
87,3116,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
87,1278,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
87,596,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
87,204,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
87,169,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
87,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
88,29050,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
88,3141,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
88,1285,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
88,599,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
88,204,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
88,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
88,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
89,29200,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
89,3166,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
89,1293,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
89,604,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
89,204,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
89,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
89,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
90,29350,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
90,3194,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
90,1302,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
90,606,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
90,205,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
90,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
90,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
91,29450,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
91,3213,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
91,1305,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
91,606,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
91,206,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
91,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
91,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
92,29600,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
92,3235,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
92,1315,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
92,617,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
92,206,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
92,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
92,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
93,29750,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
93,3246,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
93,1322,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
93,623,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
93,206,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
93,170,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
93,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
94,30000,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
94,3258,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
94,1330,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
94,628,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
94,207,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
94,174,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
94,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
95,30150,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
95,3270,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
95,1338,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
95,631,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
95,207,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
95,174,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
95,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
96,30350,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
96,3282,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
96,1349,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
96,643,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
96,207,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
96,174,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
96,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
97,30500,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
97,3302,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
97,1358,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
97,649,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
97,208,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
97,174,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
97,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
98,30700,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
98,3343,"Armored Vehicles-Russia","UA Source","Cumulative","Russia",0,0,"Armored Vehicles","UA Source-Russia"
98,1361,"Tanks-Russia","UA Source","Cumulative","Russia",0,0,"Tanks","UA Source-Russia"
98,659,"Artillery-Russia","UA Source","Cumulative","Russia",0,0,"Artillery","UA Source-Russia"
98,208,"Jets-Russia","UA Source","Cumulative","Russia",0,0,"Jets","UA Source-Russia"
98,175,"Helicopters-Russia","UA Source","Cumulative","Russia",0,0,"Helicopters","UA Source-Russia"
98,13,"Ships-Russia","UA Source","Cumulative","Russia",0,0,"Ships","UA Source-Russia"
99,30850,"Military Deaths-Russia","UA Source","Cumulative","Russia",0,0,"Military Deaths","UA Source-Russia"
